suburb,postcode,suburb_postcode,state_long,zone
West Melbourne,3003,WEST MELBOURNE 3003,Victoria,Melbourne
Melbourne,3004,MELBOURNE 3004,Victoria,Melbourne
St Kilda Road Central,3004,ST KILDA ROAD CENTRAL 3004,Victoria,Melbourne
St Kilda Road Melbourne,3004,ST KILDA ROAD MELBOURNE 3004,Victoria,Melbourne
World Trade Centre,3005,WORLD TRADE CENTRE 3005,Victoria,Melbourne
Southbank,3006,SOUTHBANK 3006,Victoria,Melbourne
South Wharf,3006,SOUTH WHARF 3006,Victoria,Melbourne
Docklands,3008,DOCKLANDS 3008,Victoria,Melbourne
University Of Melbourne,3010,UNIVERSITY OF MELBOURNE 3010,Victoria,Melbourne
Footscray,3011,FOOTSCRAY 3011,Victoria,Melbourne
Seddon,3011,SEDDON 3011,Victoria,Melbourne
Seddon West,3011,SEDDON WEST 3011,Victoria,Melbourne
Brooklyn,3012,BROOKLYN 3012,Victoria,Melbourne
Kingsville,3012,KINGSVILLE 3012,Victoria,Melbourne
Maidstone,3012,MAIDSTONE 3012,Victoria,Melbourne
Tottenham,3012,TOTTENHAM 3012,Victoria,Melbourne
West Footscray,3012,WEST FOOTSCRAY 3012,Victoria,Melbourne
Yarraville,3013,YARRAVILLE 3013,Victoria,Melbourne
Yarraville West,3013,YARRAVILLE WEST 3013,Victoria,Melbourne
Newport,3015,NEWPORT 3015,Victoria,Melbourne
South Kingsville,3015,SOUTH KINGSVILLE 3015,Victoria,Melbourne
Spotswood,3015,SPOTSWOOD 3015,Victoria,Melbourne
Williamstown,3016,WILLIAMSTOWN 3016,Victoria,Melbourne
Williamstown North,3016,WILLIAMSTOWN NORTH 3016,Victoria,Melbourne
Altona,3018,ALTONA 3018,Victoria,Melbourne
Seaholme,3018,SEAHOLME 3018,Victoria,Melbourne
Braybrook,3019,BRAYBROOK 3019,Victoria,Melbourne
Robinson,3019,ROBINSON 3019,Victoria,Melbourne
Albion,3020,ALBION 3020,Victoria,Melbourne
Glengala,3020,GLENGALA 3020,Victoria,Melbourne
Sunshine,3020,SUNSHINE 3020,Victoria,Melbourne
Sunshine North,3020,SUNSHINE NORTH 3020,Victoria,Melbourne
Sunshine West,3020,SUNSHINE WEST 3020,Victoria,Melbourne
Albanvale,3021,ALBANVALE 3021,Victoria,Melbourne
Kealba,3021,KEALBA 3021,Victoria,Melbourne
Kings Park,3021,KINGS PARK 3021,Victoria,Melbourne
St Albans,3021,ST ALBANS 3021,Victoria,Melbourne
Ardeer,3022,ARDEER 3022,Victoria,Melbourne
Deer Park East,3022,DEER PARK EAST 3022,Victoria,Melbourne
Burnside,3023,BURNSIDE 3023,Victoria,Melbourne
Burnside Heights,3023,BURNSIDE HEIGHTS 3023,Victoria,Melbourne
Cairnlea,3023,CAIRNLEA 3023,Victoria,Melbourne
Caroline Springs,3023,CAROLINE SPRINGS 3023,Victoria,Melbourne
Deer Park,3023,DEER PARK 3023,Victoria,Melbourne
Deer Park North,3023,DEER PARK NORTH 3023,Victoria,Melbourne
Ravenhall,3023,RAVENHALL 3023,Victoria,Melbourne
Wyndham Vale,3024,WYNDHAM VALE 3024,Victoria,Melbourne
Altona East,3025,ALTONA EAST 3025,Victoria,Melbourne
Altona Gate,3025,ALTONA GATE 3025,Victoria,Melbourne
Altona North,3025,ALTONA NORTH 3025,Victoria,Melbourne
Laverton North,3026,LAVERTON NORTH 3026,Victoria,Melbourne
Williams Landing,3027,WILLIAMS LANDING 3027,Victoria,Melbourne
Altona Meadows,3028,ALTONA MEADOWS 3028,Victoria,Melbourne
Laverton,3028,LAVERTON 3028,Victoria,Melbourne
Seabrook,3028,SEABROOK 3028,Victoria,Melbourne
Hoppers Crossing,3029,HOPPERS CROSSING 3029,Victoria,Melbourne
Tarneit,3029,TARNEIT 3029,Victoria,Melbourne
Truganina,3029,TRUGANINA 3029,Victoria,Melbourne
Cocoroc,3030,COCOROC 3030,Victoria,Melbourne
Derrimut,3030,DERRIMUT 3030,Victoria,Melbourne
Point Cook,3030,POINT COOK 3030,Victoria,Melbourne
Werribee,3030,WERRIBEE 3030,Victoria,Melbourne
Werribee South,3030,WERRIBEE SOUTH 3030,Victoria,Melbourne
Flemington,3031,FLEMINGTON 3031,Victoria,Melbourne
Kensington,3031,KENSINGTON 3031,Victoria,Melbourne
Ascot Vale,3032,ASCOT VALE 3032,Victoria,Melbourne
Highpoint City,3032,HIGHPOINT CITY 3032,Victoria,Melbourne
Maribyrnong,3032,MARIBYRNONG 3032,Victoria,Melbourne
Travancore,3032,TRAVANCORE 3032,Victoria,Melbourne
Keilor East,3033,KEILOR EAST 3033,Victoria,Melbourne
Avondale Heights,3034,AVONDALE HEIGHTS 3034,Victoria,Melbourne
Keilor,3036,KEILOR 3036,Victoria,Melbourne
Keilor North,3036,KEILOR NORTH 3036,Victoria,Melbourne
Calder Park,3037,CALDER PARK 3037,Victoria,Melbourne
Delahey,3037,DELAHEY 3037,Victoria,Melbourne
Hillside,3037,HILLSIDE 3037,Victoria,Melbourne
Sydenham,3037,SYDENHAM 3037,Victoria,Melbourne
Taylors Hill,3037,TAYLORS HILL 3037,Victoria,Melbourne
Keilor Downs,3038,KEILOR DOWNS 3038,Victoria,Melbourne
Keilor Lodge,3038,KEILOR LODGE 3038,Victoria,Melbourne
Taylors Lakes,3038,TAYLORS LAKES 3038,Victoria,Melbourne
Watergardens,3038,WATERGARDENS 3038,Victoria,Melbourne
Moonee Ponds,3039,MOONEE PONDS 3039,Victoria,Melbourne
Aberfeldie,3040,ABERFELDIE 3040,Victoria,Melbourne
Essendon,3040,ESSENDON 3040,Victoria,Melbourne
Essendon West,3040,ESSENDON WEST 3040,Victoria,Melbourne
Essendon Fields,3041,ESSENDON FIELDS 3041,Victoria,Melbourne
Essendon North,3041,ESSENDON NORTH 3041,Victoria,Melbourne
Strathmore,3041,STRATHMORE 3041,Victoria,Melbourne
Strathmore Heights,3041,STRATHMORE HEIGHTS 3041,Victoria,Melbourne
Airport West,3042,AIRPORT WEST 3042,Victoria,Melbourne
Keilor Park,3042,KEILOR PARK 3042,Victoria,Melbourne
Niddrie,3042,NIDDRIE 3042,Victoria,Melbourne
Niddrie North,3042,NIDDRIE NORTH 3042,Victoria,Melbourne
Gladstone Park,3043,GLADSTONE PARK 3043,Victoria,Melbourne
Gowanbrae,3043,GOWANBRAE 3043,Victoria,Melbourne
Tullamarine,3043,TULLAMARINE 3043,Victoria,Melbourne
Pascoe Vale,3044,PASCOE VALE 3044,Victoria,Melbourne
Pascoe Vale South,3044,PASCOE VALE SOUTH 3044,Victoria,Melbourne
Melbourne Airport,3045,MELBOURNE AIRPORT 3045,Victoria,Melbourne
Glenroy,3046,GLENROY 3046,Victoria,Melbourne
Hadfield,3046,HADFIELD 3046,Victoria,Melbourne
Oak Park,3046,OAK PARK 3046,Victoria,Melbourne
Broadmeadows,3047,BROADMEADOWS 3047,Victoria,Melbourne
Dallas,3047,DALLAS 3047,Victoria,Melbourne
Jacana,3047,JACANA 3047,Victoria,Melbourne
Coolaroo,3048,COOLAROO 3048,Victoria,Melbourne
Meadow Heights,3048,MEADOW HEIGHTS 3048,Victoria,Melbourne
Attwood,3049,ATTWOOD 3049,Victoria,Melbourne
Westmeadows,3049,WESTMEADOWS 3049,Victoria,Melbourne
Royal Melbourne Hospital,3050,ROYAL MELBOURNE HOSPITAL 3050,Victoria,Melbourne
Hotham Hill,3051,HOTHAM HILL 3051,Victoria,Melbourne
North Melbourne,3051,NORTH MELBOURNE 3051,Victoria,Melbourne
Melbourne University,3052,MELBOURNE UNIVERSITY 3052,Victoria,Melbourne
Parkville,3052,PARKVILLE 3052,Victoria,Melbourne
Carlton,3053,CARLTON 3053,Victoria,Melbourne
Carlton South,3053,CARLTON SOUTH 3053,Victoria,Melbourne
Carlton North,3054,CARLTON NORTH 3054,Victoria,Melbourne
Princes Hill,3054,PRINCES HILL 3054,Victoria,Melbourne
Brunswick South,3055,BRUNSWICK SOUTH 3055,Victoria,Melbourne
Brunswick West,3055,BRUNSWICK WEST 3055,Victoria,Melbourne
Moonee Vale,3055,MOONEE VALE 3055,Victoria,Melbourne
Moreland West,3055,MORELAND WEST 3055,Victoria,Melbourne
Brunswick,3056,BRUNSWICK 3056,Victoria,Melbourne
Brunswick Lower,3056,BRUNSWICK LOWER 3056,Victoria,Melbourne
Brunswick North,3056,BRUNSWICK NORTH 3056,Victoria,Melbourne
Brunswick East,3057,BRUNSWICK EAST 3057,Victoria,Melbourne
Batman,3058,BATMAN 3058,Victoria,Melbourne
Coburg,3058,COBURG 3058,Victoria,Melbourne
Coburg North,3058,COBURG NORTH 3058,Victoria,Melbourne
Merlynston,3058,MERLYNSTON 3058,Victoria,Melbourne
Moreland,3058,MORELAND 3058,Victoria,Melbourne
Greenvale,3059,GREENVALE 3059,Victoria,Melbourne
Fawkner,3060,FAWKNER 3060,Victoria,Melbourne
Campbellfield,3061,CAMPBELLFIELD 3061,Victoria,Melbourne
Somerton,3062,SOMERTON 3062,Victoria,Melbourne
Craigieburn,3064,CRAIGIEBURN 3064,Victoria,Melbourne
Roxburgh Park,3064,ROXBURGH PARK 3064,Victoria,Melbourne
Fitzroy,3065,FITZROY 3065,Victoria,Melbourne
Collingwood,3066,COLLINGWOOD 3066,Victoria,Melbourne
Collingwood North,3066,COLLINGWOOD NORTH 3066,Victoria,Melbourne
Abbotsford,3067,ABBOTSFORD 3067,Victoria,Melbourne
Clifton Hill,3068,CLIFTON HILL 3068,Victoria,Melbourne
Fitzroy North,3068,FITZROY NORTH 3068,Victoria,Melbourne
Northcote,3070,NORTHCOTE 3070,Victoria,Melbourne
Northcote South,3070,NORTHCOTE SOUTH 3070,Victoria,Melbourne
Thornbury,3071,THORNBURY 3071,Victoria,Melbourne
Gilberton,3072,GILBERTON 3072,Victoria,Melbourne
Northland Centre,3072,NORTHLAND CENTRE 3072,Victoria,Melbourne
Preston,3072,PRESTON 3072,Victoria,Melbourne
Preston Lower,3072,PRESTON LOWER 3072,Victoria,Melbourne
Preston South,3072,PRESTON SOUTH 3072,Victoria,Melbourne
Preston West,3072,PRESTON WEST 3072,Victoria,Melbourne
Regent West,3072,REGENT WEST 3072,Victoria,Melbourne
Keon Park,3073,KEON PARK 3073,Victoria,Melbourne
Reservoir,3073,RESERVOIR 3073,Victoria,Melbourne
Thomastown,3074,THOMASTOWN 3074,Victoria,Melbourne
Lalor,3075,LALOR 3075,Victoria,Melbourne
Epping,3076,EPPING 3076,Victoria,Melbourne
Epping Dc,3076,EPPING DC 3076,Victoria,Melbourne
Alphington,3078,ALPHINGTON 3078,Victoria,Melbourne
Fairfield,3078,FAIRFIELD 3078,Victoria,Melbourne
Ivanhoe,3079,IVANHOE 3079,Victoria,Melbourne
Ivanhoe East,3079,IVANHOE EAST 3079,Victoria,Melbourne
Ivanhoe North,3079,IVANHOE NORTH 3079,Victoria,Melbourne
Bellfield,3081,BELLFIELD 3081,Victoria,Melbourne
Heidelberg Heights,3081,HEIDELBERG HEIGHTS 3081,Victoria,Melbourne
Heidelberg Rgh,3081,HEIDELBERG RGH 3081,Victoria,Melbourne
Heidelberg West,3081,HEIDELBERG WEST 3081,Victoria,Melbourne
Mill Park,3082,MILL PARK 3082,Victoria,Melbourne
Bundoora,3083,BUNDOORA 3083,Victoria,Melbourne
Kingsbury,3083,KINGSBURY 3083,Victoria,Melbourne
La Trobe University,3083,LA TROBE UNIVERSITY 3083,Victoria,Melbourne
Banyule,3084,BANYULE 3084,Victoria,Melbourne
Eaglemont,3084,EAGLEMONT 3084,Victoria,Melbourne
Heidelberg,3084,HEIDELBERG 3084,Victoria,Melbourne
Rosanna,3084,ROSANNA 3084,Victoria,Melbourne
Viewbank,3084,VIEWBANK 3084,Victoria,Melbourne
Macleod,3085,MACLEOD 3085,Victoria,Melbourne
Macleod West,3085,MACLEOD WEST 3085,Victoria,Melbourne
Yallambie,3085,YALLAMBIE 3085,Victoria,Melbourne
La Trobe University,3086,LA TROBE UNIVERSITY 3086,Victoria,Melbourne
Watsonia,3087,WATSONIA 3087,Victoria,Melbourne
Watsonia North,3087,WATSONIA NORTH 3087,Victoria,Melbourne
Briar Hill,3088,BRIAR HILL 3088,Victoria,Melbourne
Greensborough,3088,GREENSBOROUGH 3088,Victoria,Melbourne
Saint Helena,3088,SAINT HELENA 3088,Victoria,Melbourne
St Helena,3088,ST HELENA 3088,Victoria,Melbourne
Lower Plenty,3093,LOWER PLENTY 3093,Victoria,Melbourne
Montmorency,3094,MONTMORENCY 3094,Victoria,Melbourne
Eltham,3095,ELTHAM 3095,Victoria,Melbourne
Eltham North,3095,ELTHAM NORTH 3095,Victoria,Melbourne
Kew,3101,KEW 3101,Victoria,Melbourne
Kew East,3102,KEW EAST 3102,Victoria,Melbourne
Balwyn,3103,BALWYN 3103,Victoria,Melbourne
Balwyn East,3103,BALWYN EAST 3103,Victoria,Melbourne
Deepdene,3103,DEEPDENE 3103,Victoria,Melbourne
Balwyn North,3104,BALWYN NORTH 3104,Victoria,Melbourne
Greythorn,3104,GREYTHORN 3104,Victoria,Melbourne
Bulleen,3105,BULLEEN 3105,Victoria,Melbourne
Templestowe,3106,TEMPLESTOWE 3106,Victoria,Melbourne
Templestowe Lower,3107,TEMPLESTOWE LOWER 3107,Victoria,Melbourne
Doncaster,3108,DONCASTER 3108,Victoria,Melbourne
Doncaster East,3109,DONCASTER EAST 3109,Victoria,Melbourne
Doncaster Heights,3109,DONCASTER HEIGHTS 3109,Victoria,Melbourne
Nunawading Bc,3110,NUNAWADING BC 3110,Victoria,Melbourne
Donvale,3111,DONVALE 3111,Victoria,Melbourne
Chirnside Park,3116,CHIRNSIDE PARK 3116,Victoria,Melbourne
