suburb,postcode,suburb_postcode,state_long,zone
Evelyn,4888,EVELYN 4888,Queensland,Remote
Kaban,4888,KABAN 4888,Queensland,Remote
Millstream,4888,MILLSTREAM 4888,Queensland,Remote
Ravenshoe,4888,RAVENSHOE 4888,Queensland,Remote
Tumoulin,4888,TUMOULIN 4888,Queensland,Remote
Howitt,4890,HOWITT 4890,Queensland,Remote
Normanton,4890,NORMANTON 4890,Queensland,Remote
Karumba,4891,KARUMBA 4891,Queensland,Remote
Abingdon Downs,4892,ABINGDON DOWNS 4892,Queensland,Remote
Arbouin,4892,ARBOUIN 4892,Queensland,Remote
Archer River,4892,ARCHER RIVER 4892,Queensland,Remote
Aurukun,4892,AURUKUN 4892,Queensland,Remote
Bellevue,4892,BELLEVUE 4892,Queensland,Remote
Coen,4892,COEN 4892,Queensland,Remote
Dixie,4892,DIXIE 4892,Queensland,Remote
Edward River,4892,EDWARD RIVER 4892,Queensland,Remote
Gamboola,4892,GAMBOOLA 4892,Queensland,Remote
Groganville,4892,GROGANVILLE 4892,Queensland,Remote
Highbury,4892,HIGHBURY 4892,Queensland,Remote
Holroyd River,4892,HOLROYD RIVER 4892,Queensland,Remote
Kowanyama,4892,KOWANYAMA 4892,Queensland,Remote
Lakefield,4892,LAKEFIELD 4892,Queensland,Remote
Laura,4892,LAURA 4892,Queensland,Remote
Lizard,4892,LIZARD 4892,Queensland,Remote
Lockhart River,4892,LOCKHART RIVER 4892,Queensland,Remote
Lyndside,4892,LYNDSIDE 4892,Queensland,Remote
Maramie,4892,MARAMIE 4892,Queensland,Remote
Mount Mulgrave,4892,MOUNT MULGRAVE 4892,Queensland,Remote
Palmer,4892,PALMER 4892,Queensland,Remote
Pormpuraaw,4892,PORMPURAAW 4892,Queensland,Remote
Ravensworth,4892,RAVENSWORTH 4892,Queensland,Remote
Red River,4892,RED RIVER 4892,Queensland,Remote
South Wellesley Islands,4892,SOUTH WELLESLEY ISLANDS 4892,Queensland,Remote
Staaten,4892,STAATEN 4892,Queensland,Remote
Wellesley Islands,4892,WELLESLEY ISLANDS 4892,Queensland,Remote
West Wellesley Islands,4892,WEST WELLESLEY ISLANDS 4892,Queensland,Remote
Wrotham,4892,WROTHAM 4892,Queensland,Remote
Yagoonya,4892,YAGOONYA 4892,Queensland,Remote
Yarraden,4892,YARRADEN 4892,Queensland,Remote
Ayton,4895,AYTON 4895,Queensland,Remote
Bloomfield,4895,BLOOMFIELD 4895,Queensland,Remote
Cooktown,4895,COOKTOWN 4895,Queensland,Remote
Degarra,4895,DEGARRA 4895,Queensland,Remote
Helenvale,4895,HELENVALE 4895,Queensland,Remote
Hope Vale,4895,HOPE VALE 4895,Queensland,Remote
Rossville,4895,ROSSVILLE 4895,Queensland,Remote
Starcke,4895,STARCKE 4895,Queensland,Remote
Wujal Wujal,4895,WUJAL WUJAL 4895,Queensland,Remote
Mount Osmond,5064,MOUNT OSMOND 5064,South Australia,Remote
Castambul,5076,CASTAMBUL 5076,South Australia,Remote
Humbug Scrub,5114,HUMBUG SCRUB 5114,South Australia,Remote
Sampson Flat,5114,SAMPSON FLAT 5114,South Australia,Remote
Gawler River,5118,GAWLER RIVER 5118,South Australia,Remote
Kangaroo Flat,5118,KANGAROO FLAT 5118,South Australia,Remote
Ward Belt,5118,WARD BELT 5118,South Australia,Remote
Houghton,5131,HOUGHTON 5131,South Australia,Remote
Lower Hermitage,5131,LOWER HERMITAGE 5131,South Australia,Remote
Upper Hermitage,5131,UPPER HERMITAGE 5131,South Australia,Remote
Paracombe,5132,PARACOMBE 5132,South Australia,Remote
Inglewood,5133,INGLEWOOD 5133,South Australia,Remote
Cherryville,5134,CHERRYVILLE 5134,South Australia,Remote
Montacute,5134,MONTACUTE 5134,South Australia,Remote
Norton Summit,5136,NORTON SUMMIT 5136,South Australia,Remote
Ashton,5137,ASHTON 5137,South Australia,Remote
Marble Hill,5137,MARBLE HILL 5137,South Australia,Remote
Basket Range,5138,BASKET RANGE 5138,South Australia,Remote
Forest Range,5139,FOREST RANGE 5139,South Australia,Remote
Greenhill,5140,GREENHILL 5140,South Australia,Remote
Horsnell Gully,5141,HORSNELL GULLY 5141,South Australia,Remote
Summertown,5141,SUMMERTOWN 5141,South Australia,Remote
Carey Gully,5144,CAREY GULLY 5144,South Australia,Remote
Eagle On The Hill,5150,EAGLE ON THE HILL 5150,South Australia,Remote
Leawood Gardens,5150,LEAWOOD GARDENS 5150,South Australia,Remote
Cleland,5152,CLELAND 5152,South Australia,Remote
Biggs Flat,5153,BIGGS FLAT 5153,South Australia,Remote
Bradbury,5153,BRADBURY 5153,South Australia,Remote
Chapel Hill,5153,CHAPEL HILL 5153,South Australia,Remote
Green Hills Range,5153,GREEN HILLS RANGE 5153,South Australia,Remote
Heathfield,5153,HEATHFIELD 5153,South Australia,Remote
Ironbank,5153,IRONBANK 5153,South Australia,Remote
Jupiter Creek,5153,JUPITER CREEK 5153,South Australia,Remote
Longwood,5153,LONGWOOD 5153,South Australia,Remote
Macclesfield,5153,MACCLESFIELD 5153,South Australia,Remote
Mylor,5153,MYLOR 5153,South Australia,Remote
Scott Creek,5153,SCOTT CREEK 5153,South Australia,Remote
Upper Sturt,5156,UPPER STURT 5156,South Australia,Remote
Ashbourne,5157,ASHBOURNE 5157,South Australia,Remote
Bull Creek,5157,BULL CREEK 5157,South Australia,Remote
Cherry Gardens,5157,CHERRY GARDENS 5157,South Australia,Remote
Clarendon,5157,CLARENDON 5157,South Australia,Remote
Coromandel East,5157,COROMANDEL EAST 5157,South Australia,Remote
Dorset Vale,5157,DORSET VALE 5157,South Australia,Remote
Kangarilla,5157,KANGARILLA 5157,South Australia,Remote
Mcharg Creek,5157,MCHARG CREEK 5157,South Australia,Remote
Dingabledinga,5172,DINGABLEDINGA 5172,South Australia,Remote
Hope Forest,5172,HOPE FOREST 5172,South Australia,Remote
Kuitpo Colony,5172,KUITPO COLONY 5172,South Australia,Remote
Kyeema,5172,KYEEMA 5172,South Australia,Remote
Montarra,5172,MONTARRA 5172,South Australia,Remote
Pages Flat,5172,PAGES FLAT 5172,South Australia,Remote
The Range,5172,THE RANGE 5172,South Australia,Remote
Yundi,5172,YUNDI 5172,South Australia,Remote
Blackfellows Creek,5201,BLACKFELLOWS CREEK 5201,South Australia,Remote
Kuitpo,5201,KUITPO 5201,South Australia,Remote
Meadows,5201,MEADOWS 5201,South Australia,Remote
Paris Creek,5201,PARIS CREEK 5201,South Australia,Remote
Prospect Hill,5201,PROSPECT HILL 5201,South Australia,Remote
Hindmarsh Tiers,5202,HINDMARSH TIERS 5202,South Australia,Remote
Myponga,5202,MYPONGA 5202,South Australia,Remote
Myponga Beach,5202,MYPONGA BEACH 5202,South Australia,Remote
Bald Hills,5203,BALD HILLS 5203,South Australia,Remote
Parawa,5203,PARAWA 5203,South Australia,Remote
Torrens Vale,5203,TORRENS VALE 5203,South Australia,Remote
Tunkalilla,5203,TUNKALILLA 5203,South Australia,Remote
Wattle Flat,5203,WATTLE FLAT 5203,South Australia,Remote
Yankalilla,5203,YANKALILLA 5203,South Australia,Remote
Cape Jervis,5204,CAPE JERVIS 5204,South Australia,Remote
Carrickalinga,5204,CARRICKALINGA 5204,South Australia,Remote
Deep Creek,5204,DEEP CREEK 5204,South Australia,Remote
Delamere,5204,DELAMERE 5204,South Australia,Remote
Hay Flat,5204,HAY FLAT 5204,South Australia,Remote
Normanville,5204,NORMANVILLE 5204,South Australia,Remote
Rapid Bay,5204,RAPID BAY 5204,South Australia,Remote
Second Valley,5204,SECOND VALLEY 5204,South Australia,Remote
Silverton,5204,SILVERTON 5204,South Australia,Remote
Wirrina Cove,5204,WIRRINA COVE 5204,South Australia,Remote
Mount Compass,5210,MOUNT COMPASS 5210,South Australia,Remote
Mount Magnificent,5210,MOUNT MAGNIFICENT 5210,South Australia,Remote
Nangkita,5210,NANGKITA 5210,South Australia,Remote
Back Valley,5211,BACK VALLEY 5211,South Australia,Remote
Encounter Bay,5211,ENCOUNTER BAY 5211,South Australia,Remote
Hayborough,5211,HAYBOROUGH 5211,South Australia,Remote
Inman Valley,5211,INMAN VALLEY 5211,South Australia,Remote
Lower Inman Valley,5211,LOWER INMAN VALLEY 5211,South Australia,Remote
Mccracken,5211,MCCRACKEN 5211,South Australia,Remote
Victor Harbor,5211,VICTOR HARBOR 5211,South Australia,Remote
Waitpinga,5211,WAITPINGA 5211,South Australia,Remote
Willow Creek,5211,WILLOW CREEK 5211,South Australia,Remote
Port Elliot,5212,PORT ELLIOT 5212,South Australia,Remote
Middleton,5213,MIDDLETON 5213,South Australia,Remote
Goolwa,5214,GOOLWA 5214,South Australia,Remote
Goolwa Beach,5214,GOOLWA BEACH 5214,South Australia,Remote
Goolwa North,5214,GOOLWA NORTH 5214,South Australia,Remote
Goolwa South,5214,GOOLWA SOUTH 5214,South Australia,Remote
Hindmarsh Island,5214,HINDMARSH ISLAND 5214,South Australia,Remote
Mosquito Hill,5214,MOSQUITO HILL 5214,South Australia,Remote
Mundoo Island,5214,MUNDOO ISLAND 5214,South Australia,Remote
Parndana,5220,PARNDANA 5220,South Australia,Remote
American River,5221,AMERICAN RIVER 5221,South Australia,Remote
Ballast Head,5221,BALLAST HEAD 5221,South Australia,Remote
Muston,5221,MUSTON 5221,South Australia,Remote
American Beach,5222,AMERICAN BEACH 5222,South Australia,Remote
Antechamber Bay,5222,ANTECHAMBER BAY 5222,South Australia,Remote
Baudin Beach,5222,BAUDIN BEACH 5222,South Australia,Remote
Brown Beach,5222,BROWN BEACH 5222,South Australia,Remote
Cuttlefish Bay,5222,CUTTLEFISH BAY 5222,South Australia,Remote
Dudley East,5222,DUDLEY EAST 5222,South Australia,Remote
Dudley West,5222,DUDLEY WEST 5222,South Australia,Remote
Ironstone,5222,IRONSTONE 5222,South Australia,Remote
Island Beach,5222,ISLAND BEACH 5222,South Australia,Remote
Kangaroo Head,5222,KANGAROO HEAD 5222,South Australia,Remote
Pelican Lagoon,5222,PELICAN LAGOON 5222,South Australia,Remote
Penneshaw,5222,PENNESHAW 5222,South Australia,Remote
Porky Flat,5222,PORKY FLAT 5222,South Australia,Remote
Sapphiretown,5222,SAPPHIRETOWN 5222,South Australia,Remote
Willoughby,5222,WILLOUGHBY 5222,South Australia,Remote
Willson River,5222,WILLSON RIVER 5222,South Australia,Remote
Bay Of Shoals,5223,BAY OF SHOALS 5223,South Australia,Remote
Birchmore,5223,BIRCHMORE 5223,South Australia,Remote
Brownlow Ki,5223,BROWNLOW KI 5223,South Australia,Remote
Cape Borda,5223,CAPE BORDA 5223,South Australia,Remote
Cassini,5223,CASSINI 5223,South Australia,Remote
Cygnet River,5223,CYGNET RIVER 5223,South Australia,Remote
De Mole River,5223,DE MOLE RIVER 5223,South Australia,Remote
D'Estrees Bay,5223,D'ESTREES BAY 5223,South Australia,Remote
Duncan,5223,DUNCAN 5223,South Australia,Remote
Emu Bay,5223,EMU BAY 5223,South Australia,Remote
Flinders Chase,5223,FLINDERS CHASE 5223,South Australia,Remote
Gosse,5223,GOSSE 5223,South Australia,Remote
Haines,5223,HAINES 5223,South Australia,Remote
Karatta,5223,KARATTA 5223,South Australia,Remote
Kingscote,5223,KINGSCOTE 5223,South Australia,Remote
Kohinoor,5223,KOHINOOR 5223,South Australia,Remote
Macgillivray,5223,MACGILLIVRAY 5223,South Australia,Remote
Menzies,5223,MENZIES 5223,South Australia,Remote
Middle River,5223,MIDDLE RIVER 5223,South Australia,Remote
Nepean Bay,5223,NEPEAN BAY 5223,South Australia,Remote
Newland,5223,NEWLAND 5223,South Australia,Remote
North Cape,5223,NORTH CAPE 5223,South Australia,Remote
Seal Bay,5223,SEAL BAY 5223,South Australia,Remote
Seddon,5223,SEDDON 5223,South Australia,Remote
Stokes Bay,5223,STOKES BAY 5223,South Australia,Remote
Stun'Sail Boom,5223,STUN'SAIL BOOM 5223,South Australia,Remote
Vivonne Bay,5223,VIVONNE BAY 5223,South Australia,Remote
Western River,5223,WESTERN RIVER 5223,South Australia,Remote
Wisanger,5223,WISANGER 5223,South Australia,Remote
Chain Of Ponds,5231,CHAIN OF PONDS 5231,South Australia,Remote
Kersbrook,5231,KERSBROOK 5231,South Australia,Remote
Millbrook,5231,MILLBROOK 5231,South Australia,Remote
Cudlee Creek,5232,CUDLEE CREEK 5232,South Australia,Remote
Forreston,5233,FORRESTON 5233,South Australia,Remote
Gumeracha,5233,GUMERACHA 5233,South Australia,Remote
Birdwood,5234,BIRDWOOD 5234,South Australia,Remote
Cromer,5235,CROMER 5235,South Australia,Remote
Eden Valley,5235,EDEN VALLEY 5235,South Australia,Remote
Flaxman Valley,5235,FLAXMAN VALLEY 5235,South Australia,Remote
Mount Pleasant,5235,MOUNT PLEASANT 5235,South Australia,Remote
Springton,5235,SPRINGTON 5235,South Australia,Remote
Taunton,5235,TAUNTON 5235,South Australia,Remote
Tungkillo,5236,TUNGKILLO 5236,South Australia,Remote
Apamurra,5237,APAMURRA 5237,South Australia,Remote
Milendella,5237,MILENDELLA 5237,South Australia,Remote
Palmer,5237,PALMER 5237,South Australia,Remote
Sanderston,5237,SANDERSTON 5237,South Australia,Remote
Angas Valley,5238,ANGAS VALLEY 5238,South Australia,Remote
Big Bend,5238,BIG BEND 5238,South Australia,Remote
Bolto,5238,BOLTO 5238,South Australia,Remote
Bowhill,5238,BOWHILL 5238,South Australia,Remote
Caurnamont,5238,CAURNAMONT 5238,South Australia,Remote
Claypans,5238,CLAYPANS 5238,South Australia,Remote
Cowirra,5238,COWIRRA 5238,South Australia,Remote
Five Miles,5238,FIVE MILES 5238,South Australia,Remote
Forster,5238,FORSTER 5238,South Australia,Remote
Frahns,5238,FRAHNS 5238,South Australia,Remote
Frayville,5238,FRAYVILLE 5238,South Australia,Remote
Julanka Holdings,5238,JULANKA HOLDINGS 5238,South Australia,Remote
Lake Carlet,5238,LAKE CARLET 5238,South Australia,Remote
Mannum,5238,MANNUM 5238,South Australia,Remote
Nildottie,5238,NILDOTTIE 5238,South Australia,Remote
Old Teal Flat,5238,OLD TEAL FLAT 5238,South Australia,Remote
Pellaring Flat,5238,PELLARING FLAT 5238,South Australia,Remote
Pompoota,5238,POMPOOTA 5238,South Australia,Remote
Ponde,5238,PONDE 5238,South Australia,Remote
Port Mannum,5238,PORT MANNUM 5238,South Australia,Remote
Punthari,5238,PUNTHARI 5238,South Australia,Remote
Purnong,5238,PURNONG 5238,South Australia,Remote
Purnong Landing,5238,PURNONG LANDING 5238,South Australia,Remote
Rocky Point,5238,ROCKY POINT 5238,South Australia,Remote
Teal Flat,5238,TEAL FLAT 5238,South Australia,Remote
Walker Flat,5238,WALKER FLAT 5238,South Australia,Remote
Wongulla,5238,WONGULLA 5238,South Australia,Remote
Younghusband,5238,YOUNGHUSBAND 5238,South Australia,Remote
Younghusband Holdings,5238,YOUNGHUSBAND HOLDINGS 5238,South Australia,Remote
Lenswood,5240,LENSWOOD 5240,South Australia,Remote
Lobethal,5241,LOBETHAL 5241,South Australia,Remote
Charleston,5244,CHARLESTON 5244,South Australia,Remote
Harrogate,5244,HARROGATE 5244,South Australia,Remote
Mount Torrens,5244,MOUNT TORRENS 5244,South Australia,Remote
Bugle Ranges,5251,BUGLE RANGES 5251,South Australia,Remote
Wistow,5251,WISTOW 5251,South Australia,Remote
Brukunga,5252,BRUKUNGA 5252,South Australia,Remote
Dawesley,5252,DAWESLEY 5252,South Australia,Remote
Kanmantoo,5252,KANMANTOO 5252,South Australia,Remote
St Ives,5252,ST IVES 5252,South Australia,Remote
Avoca Dell,5253,AVOCA DELL 5253,South Australia,Remote
Brinkley,5253,BRINKLEY 5253,South Australia,Remote
Burdett,5253,BURDETT 5253,South Australia,Remote
Chapman Bore,5253,CHAPMAN BORE 5253,South Australia,Remote
Ettrick,5253,ETTRICK 5253,South Australia,Remote
Gifford Hill,5253,GIFFORD HILL 5253,South Australia,Remote
Greenbanks,5253,GREENBANKS 5253,South Australia,Remote
Long Flat,5253,LONG FLAT 5253,South Australia,Remote
Mobilong,5253,MOBILONG 5253,South Australia,Remote
Monteith,5253,MONTEITH 5253,South Australia,Remote
Murrawong,5253,MURRAWONG 5253,South Australia,Remote
Murray Bridge,5253,MURRAY BRIDGE 5253,South Australia,Remote
Murray Bridge East,5253,MURRAY BRIDGE EAST 5253,South Australia,Remote
Murray Bridge North,5253,MURRAY BRIDGE NORTH 5253,South Australia,Remote
Murray Bridge South,5253,MURRAY BRIDGE SOUTH 5253,South Australia,Remote
Northern Heights,5253,NORTHERN HEIGHTS 5253,South Australia,Remote
Riverglades,5253,RIVERGLADES 5253,South Australia,Remote
Riverglen,5253,RIVERGLEN 5253,South Australia,Remote
Sunnyside,5253,SUNNYSIDE 5253,South Australia,Remote
Swanport,5253,SWANPORT 5253,South Australia,Remote
Toora,5253,TOORA 5253,South Australia,Remote
White Sands,5253,WHITE SANDS 5253,South Australia,Remote
Willow Banks,5253,WILLOW BANKS 5253,South Australia,Remote
Woods Point,5253,WOODS POINT 5253,South Australia,Remote
Callington,5254,CALLINGTON 5254,South Australia,Remote
Caloote,5254,CALOOTE 5254,South Australia,Remote
Monarto,5254,MONARTO 5254,South Australia,Remote
Monarto South,5254,MONARTO SOUTH 5254,South Australia,Remote
Murray Bridge,5254,MURRAY BRIDGE 5254,South Australia,Remote
Mypolonga,5254,MYPOLONGA 5254,South Australia,Remote
Pallamana,5254,PALLAMANA 5254,South Australia,Remote
Petwood,5254,PETWOOD 5254,South Australia,Remote
Rockleigh,5254,ROCKLEIGH 5254,South Australia,Remote
Rocky Gully,5254,ROCKY GULLY 5254,South Australia,Remote
Tepko,5254,TEPKO 5254,South Australia,Remote
Wall Flat,5254,WALL FLAT 5254,South Australia,Remote
White Hill,5254,WHITE HILL 5254,South Australia,Remote
Woodlane,5254,WOODLANE 5254,South Australia,Remote
Zadows Landing,5254,ZADOWS LANDING 5254,South Australia,Remote
Angas Plains,5255,ANGAS PLAINS 5255,South Australia,Remote
Belvidere,5255,BELVIDERE 5255,South Australia,Remote
Bletchley,5255,BLETCHLEY 5255,South Australia,Remote
Finniss,5255,FINNISS 5255,South Australia,Remote
Gemmells,5255,GEMMELLS 5255,South Australia,Remote
Hartley,5255,HARTLEY 5255,South Australia,Remote
Highland Valley,5255,HIGHLAND VALLEY 5255,South Australia,Remote
Lake Plains,5255,LAKE PLAINS 5255,South Australia,Remote
Langhorne Creek,5255,LANGHORNE CREEK 5255,South Australia,Remote
Mount Observation,5255,MOUNT OBSERVATION 5255,South Australia,Remote
Mulgundawa,5255,MULGUNDAWA 5255,South Australia,Remote
Nalpa,5255,NALPA 5255,South Australia,Remote
Red Creek,5255,RED CREEK 5255,South Australia,Remote
Salem,5255,SALEM 5255,South Australia,Remote
Sandergrove,5255,SANDERGROVE 5255,South Australia,Remote
Strathalbyn,5255,STRATHALBYN 5255,South Australia,Remote
Tooperang,5255,TOOPERANG 5255,South Australia,Remote
Willyaroo,5255,WILLYAROO 5255,South Australia,Remote
Woodchester,5255,WOODCHESTER 5255,South Australia,Remote
Clayton,5256,CLAYTON 5256,South Australia,Remote
Clayton Bay,5256,CLAYTON BAY 5256,South Australia,Remote
Milang,5256,MILANG 5256,South Australia,Remote
Nurragi,5256,NURRAGI 5256,South Australia,Remote
Point Sturt,5256,POINT STURT 5256,South Australia,Remote
Tolderol,5256,TOLDEROL 5256,South Australia,Remote
Ashville,5259,ASHVILLE 5259,South Australia,Remote
Jervois,5259,JERVOIS 5259,South Australia,Remote
Kepa,5259,KEPA 5259,South Australia,Remote
Malinong,5259,MALINONG 5259,South Australia,Remote
Narrung,5259,NARRUNG 5259,South Australia,Remote
Naturi,5259,NATURI 5259,South Australia,Remote
Point Mcleay,5259,POINT MCLEAY 5259,South Australia,Remote
Poltalloch,5259,POLTALLOCH 5259,South Australia,Remote
Raukkan,5259,RAUKKAN 5259,South Australia,Remote
Tailem Bend,5259,TAILEM BEND 5259,South Australia,Remote
Wellington,5259,WELLINGTON 5259,South Australia,Remote
Wellington East,5259,WELLINGTON EAST 5259,South Australia,Remote
Elwomple,5260,ELWOMPLE 5260,South Australia,Remote
Tailem Bend,5260,TAILEM BEND 5260,South Australia,Remote
Cooke Plains,5261,COOKE PLAINS 5261,South Australia,Remote
Coomandook,5261,COOMANDOOK 5261,South Australia,Remote
Culburra,5261,CULBURRA 5261,South Australia,Remote
Ki Ki,5261,KI KI 5261,South Australia,Remote
Yumali,5261,YUMALI 5261,South Australia,Remote
Binnum,5262,BINNUM 5262,South Australia,Remote
Frances,5262,FRANCES 5262,South Australia,Remote
Hynam,5262,HYNAM 5262,South Australia,Remote
Kybybolite,5262,KYBYBOLITE 5262,South Australia,Remote
Coonawarra,5263,COONAWARRA 5263,South Australia,Remote
Coorong,5264,COORONG 5264,South Australia,Remote
Meningie,5264,MENINGIE 5264,South Australia,Remote
Meningie East,5264,MENINGIE EAST 5264,South Australia,Remote
Meningie West,5264,MENINGIE WEST 5264,South Australia,Remote
Salt Creek,5264,SALT CREEK 5264,South Australia,Remote
Waltowa,5264,WALTOWA 5264,South Australia,Remote
Coonalpyn,5265,COONALPYN 5265,South Australia,Remote
Field,5265,FIELD 5265,South Australia,Remote
Bunbury,5266,BUNBURY 5266,South Australia,Remote
Colebatch,5266,COLEBATCH 5266,South Australia,Remote
Deepwater,5266,DEEPWATER 5266,South Australia,Remote
Tintinara,5266,TINTINARA 5266,South Australia,Remote
Brimbago,5267,BRIMBAGO 5267,South Australia,Remote
Coombe,5267,COOMBE 5267,South Australia,Remote
Keith,5267,KEITH 5267,South Australia,Remote
Laffer,5267,LAFFER 5267,South Australia,Remote
Makin,5267,MAKIN 5267,South Australia,Remote
Mccallum,5267,MCCALLUM 5267,South Australia,Remote
Mount Charles,5267,MOUNT CHARLES 5267,South Australia,Remote
Petherick,5267,PETHERICK 5267,South Australia,Remote
Shaugh,5267,SHAUGH 5267,South Australia,Remote
Sherwood,5267,SHERWOOD 5267,South Australia,Remote
Willalooka,5267,WILLALOOKA 5267,South Australia,Remote
Wirrega,5267,WIRREGA 5267,South Australia,Remote
Bangham,5268,BANGHAM 5268,South Australia,Remote
Bordertown,5268,BORDERTOWN 5268,South Australia,Remote
Bordertown South,5268,BORDERTOWN SOUTH 5268,South Australia,Remote
Cannawigara,5268,CANNAWIGARA 5268,South Australia,Remote
Lowan Vale,5268,LOWAN VALE 5268,South Australia,Remote
Pooginagoric,5268,POOGINAGORIC 5268,South Australia,Remote
Senior,5268,SENIOR 5268,South Australia,Remote
Western Flat,5268,WESTERN FLAT 5268,South Australia,Remote
Custon,5269,CUSTON 5269,South Australia,Remote
Pine Hill,5269,PINE HILL 5269,South Australia,Remote
Wolseley,5269,WOLSELEY 5269,South Australia,Remote
Buckingham,5270,BUCKINGHAM 5270,South Australia,Remote
Carew,5270,CAREW 5270,South Australia,Remote
Kongal,5270,KONGAL 5270,South Australia,Remote
Mundulla,5270,MUNDULLA 5270,South Australia,Remote
Mundulla West,5270,MUNDULLA WEST 5270,South Australia,Remote
Swede Flat,5270,SWEDE FLAT 5270,South Australia,Remote
Bool Lagoon,5271,BOOL LAGOON 5271,South Australia,Remote
Cadgee,5271,CADGEE 5271,South Australia,Remote
Joanna,5271,JOANNA 5271,South Australia,Remote
Keppoch,5271,KEPPOCH 5271,South Australia,Remote
Koppamurra,5271,KOPPAMURRA 5271,South Australia,Remote
Laurie Park,5271,LAURIE PARK 5271,South Australia,Remote
Lochaber,5271,LOCHABER 5271,South Australia,Remote
Marcollat,5271,MARCOLLAT 5271,South Australia,Remote
Mount Light,5271,MOUNT LIGHT 5271,South Australia,Remote
Moyhall,5271,MOYHALL 5271,South Australia,Remote
Naracoorte,5271,NARACOORTE 5271,South Australia,Remote
Padthaway,5271,PADTHAWAY 5271,South Australia,Remote
Spence,5271,SPENCE 5271,South Australia,Remote
Stewart Range,5271,STEWART RANGE 5271,South Australia,Remote
Struan,5271,STRUAN 5271,South Australia,Remote
The Gap,5271,THE GAP 5271,South Australia,Remote
Wild Dog Valley,5271,WILD DOG VALLEY 5271,South Australia,Remote
Wrattonbully,5271,WRATTONBULLY 5271,South Australia,Remote
Coles,5272,COLES 5272,South Australia,Remote
Conmurra,5272,CONMURRA 5272,South Australia,Remote
Fox,5272,FOX 5272,South Australia,Remote
Greenways,5272,GREENWAYS 5272,South Australia,Remote
Lucindale,5272,LUCINDALE 5272,South Australia,Remote
Woolumbool,5272,WOOLUMBOOL 5272,South Australia,Remote
Avenue Range,5273,AVENUE RANGE 5273,South Australia,Remote
Blackford,5275,BLACKFORD 5275,South Australia,Remote
Boatswain Point,5275,BOATSWAIN POINT 5275,South Australia,Remote
Cape Jaffa,5275,CAPE JAFFA 5275,South Australia,Remote
Keilira,5275,KEILIRA 5275,South Australia,Remote
Kingston Se,5275,KINGSTON SE 5275,South Australia,Remote
Kingston S.E.,5275,KINGSTON S.E. 5275,South Australia,Remote
Mount Benson,5275,MOUNT BENSON 5275,South Australia,Remote
Pinks Beach,5275,PINKS BEACH 5275,South Australia,Remote
Reedy Creek,5275,REEDY CREEK 5275,South Australia,Remote
Rosetown,5275,ROSETOWN 5275,South Australia,Remote
Sandy Grove,5275,SANDY GROVE 5275,South Australia,Remote
Taratap,5275,TARATAP 5275,South Australia,Remote
Tilley Swamp,5275,TILLEY SWAMP 5275,South Australia,Remote
Wangolina,5275,WANGOLINA 5275,South Australia,Remote
West Range,5275,WEST RANGE 5275,South Australia,Remote
Wyomi,5275,WYOMI 5275,South Australia,Remote
Bray,5276,BRAY 5276,South Australia,Remote
Nora Creina,5276,NORA CREINA 5276,South Australia,Remote
Robe,5276,ROBE 5276,South Australia,Remote
Comaum,5277,COMAUM 5277,South Australia,Remote
Glenroy,5277,GLENROY 5277,South Australia,Remote
Maaoupe,5277,MAAOUPE 5277,South Australia,Remote
Monbulla,5277,MONBULLA 5277,South Australia,Remote
Nangwarry,5277,NANGWARRY 5277,South Australia,Remote
Penola,5277,PENOLA 5277,South Australia,Remote
Pleasant Park,5277,PLEASANT PARK 5277,South Australia,Remote
Tarpeena,5277,TARPEENA 5277,South Australia,Remote
Kalangadoo,5278,KALANGADOO 5278,South Australia,Remote
Krongart,5278,KRONGART 5278,South Australia,Remote
Moerlong,5278,MOERLONG 5278,South Australia,Remote
Wepar,5278,WEPAR 5278,South Australia,Remote
Koorine,5279,KOORINE 5279,South Australia,Remote
Mount Burr,5279,MOUNT BURR 5279,South Australia,Remote
Mount Mcintyre,5279,MOUNT MCINTYRE 5279,South Australia,Remote
Short,5279,SHORT 5279,South Australia,Remote
Trihi,5279,TRIHI 5279,South Australia,Remote
Wattle Range East,5279,WATTLE RANGE EAST 5279,South Australia,Remote
Beachport,5280,BEACHPORT 5280,South Australia,Remote
Canunda,5280,CANUNDA 5280,South Australia,Remote
Clay Wells,5280,CLAY WELLS 5280,South Australia,Remote
Furner,5280,FURNER 5280,South Australia,Remote
German Flat,5280,GERMAN FLAT 5280,South Australia,Remote
Hatherleigh,5280,HATHERLEIGH 5280,South Australia,Remote
Kangaroo Inn,5280,KANGAROO INN 5280,South Australia,Remote
Magarey,5280,MAGAREY 5280,South Australia,Remote
Millicent,5280,MILLICENT 5280,South Australia,Remote
Rendelsham,5280,RENDELSHAM 5280,South Australia,Remote
Rocky Camp,5280,ROCKY CAMP 5280,South Australia,Remote
Sebastopol,5280,SEBASTOPOL 5280,South Australia,Remote
Southend,5280,SOUTHEND 5280,South Australia,Remote
Tantanoola,5280,TANTANOOLA 5280,South Australia,Remote
Thornlea,5280,THORNLEA 5280,South Australia,Remote
Wattle Range,5280,WATTLE RANGE 5280,South Australia,Remote
Mount Gambier,5290,MOUNT GAMBIER 5290,South Australia,Remote
Allendale East,5291,ALLENDALE EAST 5291,South Australia,Remote
